module,operator,ms_float,ms_double,speedup,max_abs,rmse
Classifiers,ScalarImageKmeansImageFilter,2381.3731,2450.0495,1.0288,0.00000000,0.00000000
Colormap,ScalarToRGBColormapImageFilter,3.7948,6.1876,1.6305,0.00000000,0.00000000
LabelMap,ShapeKeepNObjectsLabelMapFilter,9.0008,9.2375,1.0263,0.00000000,0.00000000
ImageCompare,SimilarityIndexImageFilter,3.4710,3.7729,1.0870,0.00000000,0.00000000
SuperPixel,SLICImageFilter,222.7619,219.9676,0.9875,0.00000000,0.00000000
ImageStatistics,SumProjectionImageFilter,1.3507,1.9505,1.4440,0.00000000,0.00000000
Thresholding,ThresholdImageFilter,0.7402,1.5558,2.1018,0.00000000,0.00000000
Thresholding,ThresholdLabelerImageFilter,0.7531,1.6918,2.2463,0.00000000,0.00000000
Deconvolution,TikhonovDeconvolutionImageFilter,211.3301,218.6277,1.0345,0.00000000,0.00000000
Watersheds,TobogganImageFilter,113.3127,121.9029,1.0758,0.00000000,0.00000000
ImageIntensity,VectorMagnitudeImageFilter,2.5380,4.2486,1.6740,0.00000000,0.00000000
LabelVoting,VotingBinaryIterativeHoleFillingImageFilter,2.2812,2.3358,1.0240,0.00000000,0.00000000
ImageGrid,WarpImageFilter,1.7322,2.1165,1.2219,0.00000793,0.00000355
ImageIntensity,WeightedAddImageFilter,0.7153,1.7097,2.3900,0.00000000,0.00000000
Deconvolution,WienerDeconvolutionImageFilter,211.3942,212.5720,1.0056,0.00000000,0.00000000
ImageIntensity,XorImageFilter,1.0053,1.0202,1.0149,0.00000000,0.00000000
